YEAR  ACCESS-ESM1.5  CanESM5  CESM2  CNRM-ESM2-1  IPSL-CM6A-LR  MIROC-ES2L  MPI-ESM1.2-LR  NorESM2-LM  UKESM1-0-LL 
1907.00 287.7470 286.5560 287.1930 286.8110 286.0030 288.1510 286.6690 287.6160 286.4420 
1908.00 287.7560 286.5930 287.1960 286.7600 286.0290 288.1820 286.6950 287.6700 286.4810 
1909.00 287.7570 286.5900 287.2000 286.8040 286.0090 288.1940 286.6840 287.8160 286.4370 
1910.00 287.7650 286.5960 287.2040 286.7870 286.0440 288.2940 286.7480 287.6510 286.4650 
1911.00 287.8470 286.6680 287.2470 286.8630 286.0670 288.3190 286.7680 287.5920 286.5380 
1912.00 287.7550 286.5890 287.1280 286.6970 286.0030 288.1790 286.6610 287.5590 286.4650 
1913.00 287.6610 286.5250 287.1300 286.7180 285.9650 288.0230 286.6580 287.5810 286.4310 
1914.00 287.7450 286.5430 287.1650 286.6970 286.0010 288.0940 286.7080 287.4790 286.4140 
1915.00 287.7550 286.6380 287.1630 286.7460 286.0190 288.2610 286.7340 287.6300 286.4410 
1916.00 287.8270 286.5990 287.2110 286.7530 286.0030 288.2490 286.7690 287.6550 286.4870 
1917.00 287.7260 286.6720 287.2250 286.8260 286.0840 288.2180 286.7190 287.5780 286.4530 
1918.00 287.6470 286.7100 287.2480 286.7870 286.1120 288.1120 286.6890 287.6960 286.5220 
1919.00 287.6070 286.7270 287.2450 286.8060 286.1310 288.2480 286.7770 287.8470 286.5130 
1920.00 287.5810 286.7130 287.2780 286.7930 286.1160 288.3710 286.8200 287.8920 286.5110 
1921.00 287.6430 286.7200 287.2680 286.8610 286.1230 288.1860 286.8320 287.7930 286.5060 
1922.00 287.6100 286.7990 287.2930 286.8210 286.0990 288.1740 286.8220 287.8800 286.5510 
1923.00 287.6040 286.7670 287.3340 286.8140 286.0950 288.1920 286.8220 287.9180 286.5400 
1924.00 287.6760 286.7360 287.3210 286.8030 286.1320 288.3430 286.8370 287.8830 286.5630 
1925.00 287.7820 286.7840 287.3910 286.7760 286.1400 288.3010 286.8500 287.9040 286.5760 
1926.00 287.7650 286.7810 287.3570 286.8330 286.1550 288.2180 286.8970 287.7970 286.5810 
1927.00 287.8230 286.8010 287.3050 286.8570 286.1800 288.2660 286.9130 287.8980 286.5660 
1928.00 287.8080 286.8160 287.3700 286.9180 286.2130 288.2960 286.8810 287.9470 286.5320 
1929.00 287.6600 286.7830 287.3650 286.8520 286.1560 288.4030 286.9140 287.8920 286.4730 
1930.00 287.7790 286.7670 287.3070 286.8270 286.1590 288.4120 286.8930 287.8760 286.5690 
1931.00 287.7580 286.7760 287.3540 286.9140 286.1880 288.2040 286.8290 287.7980 286.5290 
1932.00 287.8020 286.8150 287.3550 286.8120 286.1940 288.2120 286.8230 287.7550 286.5260 
1933.00 287.7290 286.8040 287.4220 286.7950 286.1830 288.2220 286.8830 287.6390 286.5570 
1934.00 287.7360 286.7840 287.4200 286.8180 286.1860 288.3190 286.8820 287.7320 286.5490 
1935.00 287.8090 286.7980 287.4010 286.7250 286.1880 288.4330 286.8210 287.9220 286.5210 
1936.00 287.7780 286.7920 287.3610 286.8430 286.2080 288.3480 286.8610 288.0470 286.5500 
1937.00 287.7640 286.8440 287.4020 286.7810 286.2100 288.2640 286.9010 287.8410 286.5670 
1938.00 287.7400 286.8670 287.4000 286.8680 286.2120 288.3400 286.9300 287.8140 286.5670 
1939.00 287.7590 286.8860 287.3770 286.7400 286.2190 288.5140 286.9030 287.8500 286.5930 
1940.00 287.7000 286.8820 287.4020 286.8190 286.2160 288.5830 286.9000 287.8740 286.5630 
1941.00 287.6900 286.8750 287.3690 286.8160 286.2330 288.3280 286.9080 287.7780 286.5490 
1942.00 287.6900 286.8830 287.4400 286.7990 286.2250 288.2580 286.9710 287.6430 286.5440 
1943.00 287.7290 286.8670 287.4910 286.7420 286.2330 288.2680 286.9630 287.7140 286.5560 
1944.00 287.7660 286.8780 287.3870 286.8330 286.2420 288.5500 286.9250 287.7710 286.6140 
1945.00 287.7960 286.8390 287.3670 286.7950 286.2370 288.5480 286.9090 287.7230 286.6150 
1946.00 287.7080 286.8720 287.4490 286.7680 286.2390 288.3580 286.9220 287.8170 286.6220 
1947.00 287.7780 286.8880 287.3270 286.8260 286.2870 288.3070 286.9300 287.8040 286.5930 
1948.00 287.8390 286.8680 287.2960 286.8340 286.3340 288.4670 286.9280 287.8380 286.5960 
1949.00 287.7830 286.8830 287.3700 286.8400 286.3100 288.5170 286.9000 287.8020 286.5630 
1950.00 287.7210 286.9360 287.4150 286.7790 286.3250 288.3190 286.9600 287.7640 286.5710 
1951.00 287.8440 286.8980 287.3990 286.7390 286.2900 288.1910 287.0550 287.6560 286.6120 
1952.00 287.8380 286.8670 287.4770 286.7500 286.2810 288.3250 286.9840 287.7590 286.6220 
1953.00 287.8440 286.8680 287.3680 286.7140 286.2840 288.5710 286.9420 287.6740 286.5460 
1954.00 287.8170 286.8790 287.3600 286.7740 286.2690 288.4260 286.9180 287.6620 286.5850 
1955.00 287.8210 286.8790 287.4490 286.8280 286.3130 288.2870 286.9350 287.7610 286.5370 
1956.00 287.8000 286.8710 287.3880 286.7480 286.3090 288.3570 286.9240 287.6570 286.5200 
1957.00 287.7430 286.8990 287.3690 286.8760 286.3610 288.4620 286.9550 287.6680 286.5470 
1958.00 287.7440 286.9140 287.3790 286.8850 286.3470 288.4760 286.9710 287.7320 286.5770 
1959.00 287.7700 286.9410 287.3810 286.8330 286.3130 288.2500 286.9840 287.7470 286.5390 
1960.00 287.7420 286.9230 287.3550 286.8270 286.3500 288.2550 287.0470 287.5650 286.5270 
1961.00 287.7060 286.9340 287.3210 286.9020 286.3340 288.3710 287.0470 287.5170 286.4810 
1962.00 287.7290 286.8990 287.3480 286.8160 286.3100 288.3340 286.9590 287.5630 286.4980 
1963.00 287.7390 286.8100 287.3340 286.7650 286.2730 288.2580 286.8700 287.4680 286.4220 
1964.00 287.6120 286.7390 287.2830 286.7150 286.1620 288.1380 286.8610 287.4630 286.3040 
1965.00 287.6480 286.7630 287.1900 286.7500 286.1840 288.1680 286.9270 287.5700 286.3110 
1966.00 287.6450 286.7510 287.2150 286.8300 286.2710 288.3320 286.9250 287.6540 286.3500 
1967.00 287.4660 286.7020 287.1640 286.8370 286.3310 288.3190 286.8860 287.4690 286.3110 
1968.00 287.5690 286.7770 287.2230 286.8150 286.3190 288.2380 286.9320 287.4850 286.2810 
1969.00 287.6910 286.8090 287.3210 286.8900 286.3300 288.3200 286.9530 287.4690 286.2920 
1970.00 287.6200 286.8270 287.3790 286.8080 286.3330 288.2940 286.9660 287.5670 286.3340 
1971.00 287.6150 286.8380 287.4090 286.8290 286.3200 288.2740 286.9970 287.6500 286.3640 
1972.00 287.6180 286.8130 287.3830 286.8070 286.3630 288.2680 287.0130 287.6360 286.3840 
1973.00 287.6400 286.8570 287.4260 286.8090 286.3810 288.2100 287.0130 287.5910 286.3540 
1974.00 287.6010 286.9140 287.4220 286.8750 286.3790 288.3710 287.0470 287.6120 286.3750 
1975.00 287.6510 286.8600 287.3640 286.8090 286.3510 288.5200 286.9290 287.5310 286.3450 
1976.00 287.7670 286.8690 287.3770 286.8790 286.3640 288.3960 286.9660 287.6150 286.3430 
1977.00 287.7300 286.8980 287.4720 286.9530 286.3650 288.1960 287.0360 287.6450 286.3770 
1978.00 287.7050 286.9690 287.4930 286.9370 286.4000 288.2520 287.0740 287.7510 286.4130 
1979.00 287.7760 287.0030 287.5480 286.8910 286.4520 288.4310 287.1280 287.7420 286.4860 
1980.00 287.8220 287.0660 287.5090 286.9480 286.4910 288.5610 287.1560 287.7070 286.5130 
1981.00 287.8050 287.0740 287.5280 286.9510 286.5020 288.4210 287.1550 287.6780 286.5200 
1982.00 287.8880 287.0620 287.4970 286.9600 286.5240 288.3070 287.0850 287.8490 286.5330 
1983.00 287.7860 286.9840 287.4180 286.8960 286.4050 288.3330 287.0230 287.8060 286.4590 
1984.00 287.8520 287.0770 287.5040 286.9200 286.4650 288.3830 287.1360 287.6780 286.5150 
1985.00 287.8240 287.1500 287.5900 286.9540 286.5070 288.4980 287.1670 287.7050 286.5040 
1986.00 287.9080 287.1500 287.5620 287.0720 286.5530 288.5340 287.1830 287.8010 286.5510 
1987.00 287.8560 287.1690 287.6310 287.0350 286.5820 288.4830 287.1930 287.7260 286.5280 
1988.00 287.9000 287.2150 287.6670 287.0520 286.6350 288.5390 287.2680 287.7980 286.6220 
1989.00 287.9220 287.3190 287.6510 287.1240 286.7280 288.4500 287.2740 287.9500 286.6950 
1990.00 287.9920 287.3650 287.7020 287.1380 286.7030 288.5000 287.2980 287.8990 286.7230 
1991.00 287.9440 287.3820 287.6780 287.0450 286.6640 288.6550 287.3280 287.8370 286.6820 
1992.00 287.8450 287.1430 287.4910 287.0300 286.4930 288.4220 287.0720 287.6520 286.4470 
1993.00 287.8910 287.1750 287.5380 287.0410 286.5410 288.3720 287.1500 287.6140 286.4930 
1994.00 287.8070 287.2450 287.6450 287.0560 286.5740 288.3590 287.2210 287.7340 286.5720 
1995.00 287.9160 287.3640 287.6670 287.0480 286.6360 288.4450 287.2810 287.8220 286.6630 
1996.00 288.0280 287.4280 287.7270 287.1980 286.7230 288.6080 287.4010 287.9830 286.7770 
1997.00 288.0950 287.4350 287.8150 287.1530 286.8090 288.7580 287.4660 288.1190 286.8500 
1998.00 288.1310 287.5040 287.8010 287.1570 286.8040 288.6490 287.4610 288.0760 286.9380 
1999.00 288.2490 287.6260 287.8480 287.2350 286.8660 288.5560 287.4790 288.1590 286.9680 
2000.00 288.2530 287.7060 287.9150 287.2770 286.9390 288.6490 287.5030 288.2540 287.0370 
2001.00 288.3510 287.7850 288.0570 287.2990 286.9620 288.7970 287.5750 288.3470 287.0750 
2002.00 288.3770 287.8540 288.0760 287.2340 286.9440 288.8220 287.5470 288.2360 287.1280 
2003.00 288.3550 287.8920 287.9920 287.3130 286.9820 288.8550 287.5700 288.1190 287.1710 
2004.00 288.4930 287.8940 288.0440 287.3360 287.0160 288.8500 287.5690 288.0680 287.1790 
2005.00 288.4620 287.8660 288.0970 287.3370 287.0430 288.8440 287.6110 287.9420 287.1770 
2006.00 288.3800 287.8980 288.1640 287.3540 287.0680 288.8190 287.6220 287.9590 287.1930 
2007.00 288.3900 287.8990 288.2260 287.4420 287.0560 288.8990 287.5950 288.1620 287.2600 
2008.00 288.4280 287.9720 288.1500 287.4670 287.0790 288.9180 287.6110 288.2680 287.3040 
2009.00 288.3780 288.0220 288.1880 287.4340 287.1510 288.8730 287.6310 288.1890 287.3070 
2010.00 288.4540 288.0800 288.2850 287.4480 287.1670 288.9100 287.6860 288.2120 287.3820 
2011.00 288.5470 288.1290 288.2930 287.4900 287.2100 288.9410 287.7250 288.2130 287.4610 
2012.00 288.5820 288.1810 288.2290 287.5010 287.1870 289.0040 287.7320 288.2210 287.4640 
2013.00 288.6100 288.2280 288.2690 287.5530 287.2270 288.9730 287.7340 288.2840 287.5270 
2014.00 288.6440 288.2900 288.3570 287.4630 287.2760 288.9570 287.7140 288.3910 287.5980 
2015.00 288.6540 288.3740 288.3760 287.5740 287.3460 289.2940 287.6990 288.3230 287.6270 
2016.00 288.7140 288.3750 288.2300 287.6520 287.3630 288.9860 287.7190 288.3720 287.6560 
2017.00 288.7900 288.4290 288.1770 287.6060 287.3730 288.8580 287.7900 288.3900 287.6580 
2018.00 288.7480 288.4650 288.2350 287.7090 287.4340 289.0460 287.8310 288.5030 287.7620 
2019.00 288.7650 288.5150 288.2770 287.7830 287.5310 289.2230 287.7920 288.5850 287.8100 
2020.00 288.8920 288.5760 288.2860 287.7510 287.4490 289.4640 287.8050 288.6280 287.8430 
2021.00 288.8680 288.6090 288.3520 287.8270 287.4720 289.2090 287.8560 288.5330 287.8480 
2022.00 288.8850 288.6310 288.4110 287.8070 287.5200 289.3690 287.8720 288.5920 287.9860 
2023.00 288.9650 288.7020 288.5600 287.8840 287.5320 289.5930 287.8840 288.4990 288.0640 
2024.00 288.9820 288.7650 288.6040 288.0190 287.6100 289.3420 287.8890 288.4430 288.1000 
2025.00 288.9990 288.7860 288.4440 288.0100 287.7300 289.1390 287.9280 288.5000 288.1810 
2026.00 289.0320 288.8150 288.4650 287.9830 287.7530 289.1300 287.9310 288.5340 288.2170 
2027.00 289.1230 288.8720 288.6080 287.9470 287.6960 289.2440 287.8920 288.5570 288.2550 
2028.00 289.1000 288.9010 288.6240 287.9640 287.7090 289.5150 287.9250 288.6670 288.2970 
2029.00 289.1240 288.9610 288.7100 288.0800 287.7780 289.5690 288.0910 288.7080 288.3510 
2030.00 289.0860 288.9410 288.7790 288.0760 287.8060 289.2440 288.1270 288.6330 288.3710 
2031.00 289.2040 288.9330 288.7060 288.1940 287.8120 289.1670 288.0920 288.6140 288.4190 
2032.00 289.2410 288.9770 288.7650 288.0930 287.8930 289.5100 287.9740 288.7410 288.5530 
2033.00 289.3040 289.0500 288.8560 288.2030 287.9620 289.7250 288.0350 288.6770 288.5810 
2034.00 289.3010 289.1150 288.8630 288.1960 287.8980 289.5350 288.1360 288.7150 288.5510 
2035.00 289.3230 289.1770 288.8370 288.2020 287.9020 289.4790 288.0840 288.7840 288.5870 
2036.00 289.2640 289.1830 288.8990 288.2730 288.0310 289.5240 288.0590 288.7610 288.7080 
2037.00 289.2950 289.2390 288.9530 288.3120 288.0060 289.6110 288.1690 288.8870 288.7840 
2038.00 289.3720 289.2680 289.0560 288.3310 288.0950 289.8090 288.1210 289.0240 288.8350 
2039.00 289.4760 289.3170 289.0170 288.2730 288.1760 289.5860 288.1750 288.9050 288.8020 
2040.00 289.4660 289.3680 289.0830 288.3280 288.1570 289.5120 288.2520 288.8360 288.8380 
2041.00 289.5340 289.4060 289.0930 288.4360 288.1600 289.7240 288.3020 288.7270 288.9030 
2042.00 289.4730 289.4200 289.1030 288.4030 288.1310 290.0280 288.3480 288.8920 289.0200 
2043.00 289.3710 289.4780 289.2540 288.4580 288.2260 289.7780 288.3510 289.1430 288.9990 
2044.00 289.5480 289.5180 289.2990 288.5080 288.2910 289.5290 288.3240 289.0990 288.9950 
2045.00 289.6080 289.5350 289.2120 288.5670 288.3430 289.6750 288.3060 288.9430 289.0150 
2046.00 289.6280 289.6040 289.2670 288.6330 288.3660 289.9770 288.3170 288.9300 289.1100 
2047.00 289.7220 289.6310 289.3260 288.6700 288.4990 289.9450 288.3450 289.0020 289.2480 
2048.00 289.7560 289.6830 289.3730 288.7160 288.5560 289.7040 288.5120 289.0050 289.2720 
2049.00 289.8420 289.7000 289.4690 288.7320 288.5260 289.7130 288.5430 289.0270 289.2240 
2050.00 289.8390 289.7740 289.4100 288.7620 288.5510 289.9340 288.5130 289.0000 289.3310 
2051.00 289.8030 289.7910 289.4990 288.7970 288.5680 290.1590 288.4580 289.1400 289.3700 
2052.00 289.8690 289.8820 289.4770 288.8250 288.5170 290.0050 288.5130 289.2580 289.3530 
2053.00 289.8810 289.8850 289.3900 288.7880 288.6040 289.8360 288.5660 289.1610 289.4190 
2054.00 289.8450 289.8500 289.4670 288.7840 288.6130 289.8720 288.6120 288.9970 289.5340 
2055.00 289.8890 289.8930 289.5120 288.8590 288.6310 290.1530 288.5390 288.9940 289.5520 
2056.00 289.9230 289.9800 289.5480 288.9130 288.7010 290.3530 288.5690 289.0780 289.5490 
2057.00 289.9810 289.9720 289.5230 288.9050 288.7480 290.0400 288.5930 289.2660 289.6030 
2058.00 289.9790 290.0210 289.5020 288.9620 288.8150 289.9130 288.5990 289.2040 289.6780 
2059.00 290.0670 290.1120 289.5970 289.0400 288.7710 290.1910 288.7310 289.2190 289.7090 
2060.00 289.9880 290.1550 289.5630 289.1310 288.8710 290.4310 288.7410 289.3130 289.6880 
2061.00 289.9650 290.1610 289.6080 289.1460 288.8930 290.1040 288.6740 289.2550 289.7890 
2062.00 290.0780 290.1610 289.7270 289.0910 288.8370 289.9480 288.7160 289.2460 289.8030 
2063.00 290.0230 290.1690 289.6350 289.0640 288.8770 290.0790 288.7880 289.3080 289.8150 
2064.00 290.0610 290.1910 289.8350 289.1900 288.9330 290.3470 288.7390 289.3630 289.8240 
2065.00 290.1640 290.2360 289.7530 289.1980 288.9650 290.5660 288.7800 289.3090 289.8750 
2066.00 290.1420 290.2460 289.7350 289.2730 289.0270 290.1550 288.8770 289.4060 289.8870 
2067.00 290.1730 290.2970 289.8720 289.2380 289.0320 290.0610 288.8030 289.5510 289.9700 
2068.00 290.2440 290.3330 289.8630 289.3070 289.0260 290.1830 288.8070 289.4680 289.9730 
2069.00 290.3130 290.3500 289.8910 289.3130 288.9900 290.4930 288.7250 289.4350 289.9500 
2070.00 290.3360 290.3650 289.9240 289.3290 289.0300 290.2900 288.8270 289.3640 290.0370 
2071.00 290.3310 290.4150 289.8650 289.3770 289.1310 290.0870 288.8590 289.4070 290.0680 
2072.00 290.1930 290.4520 289.9440 289.3800 289.1190 290.3600 288.8990 289.4910 290.0290 
2073.00 290.2550 290.4840 290.0200 289.3440 289.2460 290.5770 288.8390 289.5240 290.1120 
2074.00 290.2780 290.4580 290.0650 289.4300 289.1850 290.2710 288.9110 289.5700 290.1800 
2075.00 290.2810 290.4720 290.0600 289.3850 289.1980 290.0510 288.9560 289.5790 290.1610 
2076.00 290.2840 290.5500 290.0170 289.4440 289.3080 290.2400 288.9810 289.5160 290.1730 
2077.00 290.3660 290.5910 290.1520 289.4660 289.3360 290.5370 288.8780 289.3900 290.1140 
2078.00 290.3540 290.5730 290.1020 289.6080 289.3630 290.5330 288.8510 289.4610 290.1440 
2079.00 290.3110 290.5750 290.1080 289.6130 289.3440 290.3490 288.8260 289.4130 290.2170 
2080.00 290.3720 290.5890 290.2140 289.6300 289.3700 290.5540 288.9080 289.3840 290.2590 
2081.00 290.4590 290.6330 290.1910 289.6770 289.4070 290.7330 288.9100 289.6300 290.3460 
2082.00 290.4590 290.6370 290.2400 289.6990 289.4220 290.4000 288.9480 289.6970 290.3340 
2083.00 290.4350 290.6930 290.1330 289.7120 289.4370 290.2380 289.0210 289.4980 290.4060 
2084.00 290.4530 290.7530 290.1630 289.7000 289.4980 290.4280 289.0680 289.5450 290.3620 
2085.00 290.6160 290.7430 290.2870 289.7910 289.4480 290.5570 288.9870 289.7400 290.3730 
2086.00 290.7030 290.7510 290.2620 289.8100 289.4230 290.6190 288.9360 289.7190 290.4660 
2087.00 290.5550 290.7370 290.3920 289.7420 289.4980 290.6400 288.9520 289.6380 290.4280 
2088.00 290.6090 290.7760 290.3530 289.7750 289.5550 290.2950 289.0430 289.6200 290.4690 
2089.00 290.7110 290.8010 290.3810 289.8880 289.5290 290.5000 289.1010 289.6690 290.5390 
2090.00 290.7260 290.7960 290.4210 289.8530 289.5940 290.6800 289.1450 289.7880 290.5010 
2091.00 290.7370 290.8460 290.4720 289.8130 289.6370 290.9360 289.1180 289.8280 290.5300 
2092.00 290.7780 290.8290 290.5330 289.9210 289.6110 290.6260 289.0970 289.6470 290.5070 
2093.00 290.8020 290.8450 290.4620 289.9420 289.6170 290.5260 289.0690 289.6680 290.5320 
2094.00 290.8370 290.9010 290.5040 289.9770 289.6120 290.6260 289.0620 289.7200 290.6420 
2095.00 290.8010 290.9330 290.5090 289.9620 289.6280 290.8370 289.1300 289.7100 290.7280 
2096.00 290.8400 290.8790 290.5050 289.9920 289.7570 290.5530 289.1740 289.6060 290.6570 
2097.00 290.7410 290.9050 290.5900 289.9830 289.6400 290.4970 289.2080 289.6190 290.5840 
2098.00 290.6920 290.9320 290.4740 290.0560 289.6780 290.6260 289.1140 289.7850 290.6760 
2099.00 290.7540 290.9520 290.5170 289.9550 289.7040 290.9450 289.0320 289.7440 290.7480 
2100.00 290.8140 290.9090 290.6880 290.0760 289.7250 290.7340 289.1420 289.7620 290.7670 
