YEAR  ACCESS-ESM1.5  CanESM5  CESM2  CNRM-ESM2-1  IPSL-CM6A-LR  MIROC-ES2L  MPI-ESM1.2-LR  NorESM2-LR  UKESM1-0-LL 
1956.00 2.3026 0.4913 0.1319 1.7338 0.5676 0.7220 0.9527 0.4873 1.0168 
1957.00 2.7137 0.4906 0.3134 0.7488 0.4114 -0.2736 1.1494 0.5320 -0.0702 
1958.00 2.5979 0.6887 0.5290 1.8979 0.7760 -0.0132 1.2528 -0.1330 0.4038 
1959.00 2.5168 0.6065 0.8357 1.9090 1.2063 1.2177 0.8312 0.1226 0.9451 
1960.00 3.2425 1.4860 1.8027 3.1055 1.7544 2.7165 -0.0546 1.5610 1.0369 
1961.00 3.4747 1.2802 1.2340 2.7464 1.9155 1.7740 1.4644 1.9057 2.1786 
1962.00 3.1682 1.5652 1.5006 3.3877 2.3427 2.2398 3.8397 1.6365 1.6618 
1963.00 3.1050 1.6717 1.6761 3.3376 1.9043 4.0423 3.7598 1.8867 1.4694 
1964.00 4.0047 1.7535 1.6551 3.7740 2.4595 4.2971 1.0618 2.0096 3.0169 
1965.00 3.2017 1.2187 1.8366 2.7097 1.9650 3.1055 0.2031 1.3461 2.1167 
1966.00 4.2066 2.9689 3.0570 4.3527 3.0468 2.8203 3.4437 2.5404 2.4340 
1967.00 3.8399 1.7419 2.0419 2.8037 1.6800 1.6158 1.9840 2.1145 2.2104 
1968.00 4.2584 2.1795 2.8594 4.0485 2.7767 4.5143 3.1140 2.7022 2.6081 
1969.00 2.8292 1.9539 2.6241 3.6099 2.8820 4.1612 2.4865 2.9686 2.2759 
1970.00 6.0246 3.7513 4.1765 6.3047 4.4095 5.0893 3.8901 4.5012 3.9709 
1971.00 3.9984 1.5866 2.3481 4.1601 2.6689 3.5872 2.7044 2.9344 1.7075 
1972.00 6.2559 4.7183 5.5277 6.4781 5.3640 5.8832 4.8087 5.7447 4.6415 
1973.00 8.0714 6.4027 7.0134 8.5198 6.9878 8.7050 6.9989 7.1072 7.0262 
1974.00 4.3241 2.8419 3.3533 4.4163 3.3002 4.3371 4.1056 3.2947 3.4993 
1975.00 2.5043 1.0433 1.8960 2.8638 1.8675 2.3187 1.7278 1.7613 2.0303 
1976.00 2.9488 2.6312 3.1477 4.0836 3.0764 2.5190 2.7607 3.7910 2.9127 
1977.00 5.7024 5.2392 5.5362 6.4306 5.7539 7.3407 4.4079 5.3086 5.4979 
1978.00 6.7168 4.5275 5.5460 6.7015 5.3943 7.7034 3.8855 5.2558 4.5585 
1979.00 5.2869 4.4712 5.4528 6.2534 5.0519 7.2029 5.1902 5.3442 4.3069 
1980.00 7.6308 5.3091 6.5957 7.6501 6.2189 7.6251 6.9972 6.8224 5.6621 
1981.00 6.3426 3.9071 4.9513 5.4489 4.9673 5.1101 5.3143 4.9973 4.5960 
1982.00 4.6910 2.4811 3.6650 4.2202 3.3166 4.7276 2.9886 2.7496 2.8784 
1983.00 6.3590 4.8916 5.5271 6.4384 5.6575 7.4011 5.5923 5.8055 5.5581 
1984.00 5.7405 4.8475 6.1170 6.8929 5.8953 7.3901 5.8552 6.0997 5.0899 
1985.00 6.4306 4.6627 5.1865 6.2904 5.3371 7.2751 4.8757 5.5771 5.5426 
1986.00 6.9039 4.7818 5.1915 5.7960 5.3864 6.7864 5.2732 5.4218 4.5917 
1987.00 7.4637 5.6912 6.5538 7.7171 6.3296 8.2676 6.2218 6.7821 6.4491 
1988.00 8.1202 6.9664 7.8609 8.7636 7.8598 9.1248 7.7378 7.6527 8.5269 
1989.00 5.8524 5.0712 6.1320 7.0546 5.8250 8.3310 5.8719 6.1985 5.3645 
1990.00 4.6008 4.0375 5.1357 5.5556 5.0586 7.2556 4.7401 4.2941 4.6205 
1991.00 5.4143 4.3250 5.3979 6.6077 5.5118 6.3151 4.8719 5.3596 5.6877 
1992.00 6.5541 4.5514 4.7400 5.5887 4.7688 7.3626 4.6455 4.7147 5.9075 
1993.00 4.8261 3.7591 4.5881 5.7569 4.4127 6.1386 3.8516 4.8541 3.9011 
1994.00 7.0774 5.1777 5.4958 6.3990 5.8969 8.2639 6.3436 5.6391 5.0481 
1995.00 8.0096 6.9381 7.2669 8.4348 7.3861 9.1569 8.2294 7.3881 7.0276 
1996.00 7.0192 6.3804 6.9274 7.6684 6.8763 8.1648 5.5442 6.8626 6.1614 
1997.00 5.8337 5.0328 5.4880 6.3047 5.3914 5.5787 3.4994 5.3291 4.6506 
1998.00 8.7193 8.4014 8.9621 9.4452 9.0943 9.5599 7.9157 8.8854 7.8715 
1999.00 6.9270 7.0100 7.4614 8.3282 7.4821 9.1484 9.4007 7.6266 6.6148 
2000.00 6.6094 5.0526 6.1878 6.5977 5.6921 6.8754 6.2158 5.6544 6.0036 
2001.00 5.5416 4.8768 6.0928 6.7456 6.3148 6.5587 6.6506 6.4494 5.3475 
2002.00 7.2417 6.1307 7.6530 9.6805 8.1751 7.9802 7.4766 8.8390 6.4008 
2003.00 8.4883 7.7346 9.0931 9.6085 8.7978 10.0494 7.2564 8.2501 8.1897 
2004.00 5.7841 6.0623 6.6042 7.5269 6.7576 7.5662 7.1959 6.7267 6.4085 
2005.00 6.9540 6.8202 7.6983 8.2356 7.6806 7.6808 8.7874 7.9855 8.0355 
2006.00 8.2773 7.4449 8.0232 9.2012 8.0700 9.9457 8.7237 9.0009 7.7713 
2007.00 8.9373 6.6019 7.2080 7.6092 7.3147 8.0980 6.5786 7.9447 6.4918 
2008.00 8.8488 7.3795 8.5139 8.7517 8.6216 9.6865 7.2393 8.0741 7.6846 
2009.00 7.3447 5.8645 6.8765 7.7662 6.6456 8.2895 6.5171 6.5434 7.0466 
2010.00 7.7415 8.0971 6.9321 8.9433 8.3300 9.4250 8.9143 7.0964 9.1209 
2011.00 7.9240 7.5245 8.3987 8.7546 8.5384 9.3818 7.3462 8.4933 7.6579 
2012.00 8.3568 6.9760 8.3423 8.6051 8.5037 8.2584 7.6173 8.5034 7.1816 
2013.00 9.6684 8.4459 8.6752 10.0157 9.3118 10.1129 9.7800 9.1972 9.3371 
2014.00 7.0274 6.6994 7.3937 8.8648 7.6186 10.0475 7.0793 7.4233 6.6623 
2015.00 8.7698 8.5055 9.1903 9.8852 9.9870 8.8564 9.1736 9.7149 8.4245 
2016.00 9.8301 10.6770 11.0407 9.9373 10.7657 11.1704 10.3870 11.7962 10.3659 
2017.00 8.8091 9.2031 10.1422 10.9219 10.2019 12.5275 9.2427 10.1371 9.7723 
2018.00 10.8051 9.9048 10.3243 10.5988 11.5869 12.9829 10.2593 10.3004 10.2881 
2019.00 12.0641 10.8007 10.3855 11.8262 10.3407 11.0655 11.1402 10.1897 10.2821 
2020.00 11.6652 11.0747 11.2028 12.0813 11.7156 8.8151 12.3139 11.1988 10.3566 
2021.00 12.2887 10.9944 10.0505 11.9281 10.0680 12.6269 13.0504 8.9874 11.0358 
2022.00 12.8441 11.7249 10.8759 12.8196 11.7324 13.8509 11.1466 9.1898 11.0472 
2023.00 12.3924 11.7317 11.7827 12.4261 12.3245 13.2831 10.4087 9.6271 11.7513 
2024.00 11.1192 12.0415 11.6738 12.1799 12.1125 11.9736 11.9557 11.5498 12.3968 
2025.00 10.1252 12.9433 12.0800 13.4986 13.0106 13.1295 12.8229 11.0406 11.5063 
2026.00 9.9750 13.0795 12.3589 14.5475 12.7414 12.2693 13.0811 11.8313 12.3445 
2027.00 9.9023 12.9737 12.5717 13.4552 12.7159 11.6827 13.7917 11.6530 12.8927 
2028.00 12.2456 13.6681 13.1973 13.6409 13.9328 14.0666 13.9558 13.1983 12.8143 
2029.00 10.6912 14.3738 14.2326 14.9416 13.8101 15.3850 14.0874 12.9140 13.0143 
2030.00 11.0506 14.4404 13.8285 14.7404 13.5582 14.8793 14.6742 13.0294 13.6781 
2031.00 12.3918 15.0175 14.9884 15.7586 15.2225 12.2552 14.4924 14.6764 13.7146 
2032.00 14.1777 15.6892 15.0253 16.8623 15.2745 15.1140 14.1851 15.7855 15.1534 
2033.00 15.2966 15.8170 15.2616 16.4988 15.3352 16.3470 15.5510 15.5834 15.3699 
2034.00 16.3285 16.6877 15.6638 16.8501 15.3548 17.7523 15.9920 15.9342 14.2342 
2035.00 16.6483 16.8430 16.0280 16.5845 16.0101 16.3082 16.9547 16.8004 15.6733 
2036.00 17.6113 16.4417 17.1731 17.7162 17.1832 15.3277 16.8239 17.0710 15.8303 
2037.00 15.7329 17.4300 16.9800 17.2819 17.9995 17.3606 18.4565 17.1375 14.8865 
2038.00 14.0085 18.6935 17.7236 18.3903 16.8242 19.5220 17.8277 17.5234 16.5215 
2039.00 13.4878 18.5216 17.6895 18.6531 17.0478 19.2974 16.8906 19.2021 16.7271 
2040.00 15.7442 18.9654 18.4023 19.6387 17.8500 17.6181 17.6246 19.3945 17.8712 
2041.00 17.1846 19.2405 19.5405 19.7565 18.1048 20.9723 17.9029 20.0696 17.8527 
2042.00 16.5484 19.2503 19.5520 20.1042 18.4284 22.2925 20.2165 18.3564 17.9825 
2043.00 17.7411 20.9156 19.4018 20.7854 18.7537 21.3144 18.5502 19.4189 17.4834 
2044.00 17.8698 21.5747 20.7082 20.8317 19.5522 18.4030 19.0772 20.9380 18.5636 
2045.00 19.5365 21.6256 20.6570 21.3424 19.9489 20.6739 21.3050 20.3614 19.4317 
2046.00 19.5059 22.3654 20.7789 21.6221 21.3808 24.8561 21.0242 20.8722 18.8649 
2047.00 19.0879 23.3893 21.0877 21.9291 21.7065 25.3898 20.4013 21.6414 18.5596 
2048.00 21.1818 23.4219 22.3043 22.1543 20.5850 22.8582 21.0080 21.4144 19.7490 
2049.00 21.1143 23.8711 21.8806 23.3948 22.7607 19.9532 22.2241 22.6980 20.9546 
2050.00 20.9386 24.4409 22.7608 23.4145 22.6919 22.3630 21.5419 23.5921 21.9525 
2051.00 21.2969 25.4050 24.1165 23.3509 23.1853 25.1214 23.1647 24.2806 20.8865 
2052.00 23.4402 25.7521 24.2808 25.3020 21.3451 25.3591 23.0523 25.0021 21.2800 
2053.00 21.8919 26.4898 24.5338 25.0565 22.9875 24.1249 24.2142 25.8887 21.9982 
2054.00 22.4406 27.4964 25.3174 25.9837 25.6542 23.4677 24.0330 26.8076 23.2637 
2055.00 20.8123 27.6085 25.5648 26.2951 24.9717 27.2198 24.8567 25.8289 22.5972 
2056.00 24.2949 28.0712 26.0397 26.6400 24.1922 28.0946 25.0798 26.3416 22.6872 
2057.00 24.2171 29.4072 27.2608 27.7099 25.6386 26.4628 26.2946 27.8734 24.4127 
2058.00 23.6013 29.6297 27.2497 27.5369 25.2274 25.3048 26.9863 28.3217 25.0621 
2059.00 23.9199 30.0648 27.8756 28.4337 26.5081 28.4344 26.4384 28.2689 24.8357 
2060.00 23.1924 30.7527 28.1782 28.4921 26.8995 30.0430 27.0682 28.8418 25.4564 
2061.00 26.9667 31.6209 29.4322 29.1470 27.4972 29.8216 27.6695 29.4631 25.7459 
2062.00 27.0634 32.2529 28.8204 29.8248 28.4530 29.1410 27.6929 30.1798 27.1310 
2063.00 28.0523 33.7512 29.8399 29.7142 28.9853 29.5156 29.8614 29.8994 25.9179 
2064.00 27.0284 33.6617 31.3279 32.0098 28.3460 31.9917 29.1635 31.1811 26.5938 
2065.00 26.4882 34.6552 30.8085 31.3498 28.2445 31.8966 29.3046 32.7060 29.2684 
2066.00 27.8676 35.4428 31.4662 31.3254 29.2797 31.1131 30.0294 32.0978 28.9124 
2067.00 29.5006 35.7520 31.4541 31.6855 29.6451 34.8157 32.4516 31.5315 28.0626 
2068.00 28.8984 35.7121 33.0117 32.9968 30.9034 35.8983 31.7162 32.8721 29.6245 
2069.00 28.8240 37.7845 33.2263 33.4482 31.1561 35.5510 30.0754 34.2486 30.5824 
2070.00 28.0459 37.3556 33.6768 33.7900 31.5751 31.8024 32.3142 33.9313 29.6597 
2071.00 29.8746 37.4503 34.1406 34.5684 30.4144 34.6417 32.5026 33.7749 30.5446 
2072.00 29.8892 39.4900 34.4208 34.9305 33.0675 36.9502 34.6651 34.9174 30.6315 
2073.00 27.3865 39.7826 34.4987 34.5655 33.0315 37.4896 33.5380 35.4788 31.6502 
2074.00 31.4611 40.0861 35.6425 36.1165 32.8732 35.0998 33.3334 35.8159 32.9528 
2075.00 33.8360 40.0421 35.7188 35.7045 34.9348 36.0041 32.6340 37.1583 31.8437 
2076.00 31.9748 41.0171 36.0469 37.0588 32.8990 40.0309 35.5566 36.7538 32.7100 
2077.00 31.7571 42.4907 36.8309 36.2152 33.3150 39.5049 37.1047 36.6847 33.5027 
2078.00 33.6861 42.4628 37.1173 37.5161 33.7600 39.4313 35.4457 38.5382 33.0409 
2079.00 34.0344 42.8639 37.5613 37.1010 35.3408 36.6613 34.6306 39.0023 33.4778 
2080.00 33.1997 43.3054 37.5659 38.5197 35.7202 38.8505 37.6650 37.2910 34.4714 
2081.00 32.4378 44.0223 38.2818 37.9869 33.8766 42.1206 37.5205 38.9713 35.6970 
2082.00 31.5344 44.6087 39.0047 37.5700 36.5375 40.9211 36.8729 39.3634 33.1814 
2083.00 34.4381 44.4047 38.2904 38.3058 35.5255 39.1673 36.5422 39.7522 34.3023 
2084.00 33.0449 44.2607 38.9067 38.2907 34.4435 36.5278 37.7002 39.7475 35.0609 
2085.00 34.9741 45.0901 38.0356 38.3073 37.3128 41.3821 38.3946 38.5197 34.7248 
2086.00 35.0220 45.8015 39.3815 38.2773 36.1855 43.9014 38.1944 40.1051 33.7041 
2087.00 35.4946 45.4406 38.8244 38.9121 35.6211 41.9221 36.5510 39.9352 36.6479 
2088.00 33.4224 45.9202 39.5097 38.5166 35.4560 37.3075 36.5017 39.3223 34.0878 
2089.00 34.3520 45.6221 39.2418 39.1172 35.9405 38.3762 39.1638 40.1646 34.6921 
2090.00 35.5254 45.1452 39.2150 38.2995 35.0171 41.0515 38.8934 39.9072 34.8333 
2091.00 33.3864 45.5085 39.2168 38.5605 35.3065 39.5682 38.8324 39.1181 36.5716 
2092.00 35.8000 46.0038 39.1719 37.7578 35.4425 35.6275 39.7227 39.1109 37.0294 
2093.00 36.2915 46.2639 39.2423 37.7040 37.4703 41.2105 39.1810 39.5071 35.9457 
2094.00 33.2242 45.2898 38.9343 37.0326 35.0744 42.3238 38.7589 39.6397 33.7637 
2095.00 33.3230 45.7439 39.0180 38.0302 34.7220 41.2712 38.2760 40.0340 35.8932 
2096.00 35.7169 46.1273 39.4097 37.7169 35.2171 36.5790 37.5559 40.2731 34.3282 
2097.00 33.5652 46.2846 39.1312 37.3924 36.5587 37.6973 39.2165 39.9878 34.7533 
2098.00 35.4721 45.8481 38.7634 37.4236 34.4568 39.7953 37.3576 39.8346 34.4035 
2099.00 33.3918 46.2875 39.0244 36.9783 34.1578 41.0439 40.2413 40.2414 34.8339 
2100.00 34.0815 45.8218 38.2376 37.7393 35.8152 36.4936 38.9876 40.2965 35.7256 
