YEAR  CanESM5  CNRM-ESM2-1  IPSL-CM6A-LR  UKESM1-0-LL 
1972.00 4.7183 6.4781 5.3640 4.6415      
1973.00 6.4027 8.5198 6.9878 7.0262      
1974.00 2.8419 4.4163 3.3002 3.4993      
1975.00 1.0433 2.8638 1.8675 2.0303      
1976.00 2.6312 4.0836 3.0764 2.9127      
1977.00 5.2392 6.4306 5.7539 5.4979      
1978.00 4.5275 6.7015 5.3943 4.5585      
1979.00 4.4712 6.2534 5.0519 4.3069      
1980.00 5.3091 7.6501 6.2189 5.6621      
1981.00 3.9071 5.4489 4.9673 4.5960      
1982.00 2.4811 4.2202 3.3166 2.8784      
1983.00 4.8916 6.4384 5.6575 5.5581      
1984.00 4.8475 6.8929 5.8953 5.0899      
1985.00 4.6627 6.2904 5.3371 5.5426      
1986.00 4.7818 5.7960 5.3864 4.5917      
1987.00 5.6912 7.7171 6.3296 6.4491      
1988.00 6.9664 8.7636 7.8598 8.5269      
1989.00 5.0712 7.0546 5.8250 5.3645      
1990.00 4.0375 5.5556 5.0586 4.6205      
1991.00 4.3250 6.6077 5.5118 5.6877      
1992.00 4.5514 5.5887 4.7688 5.9075      
1993.00 3.7591 5.7569 4.4127 3.9011      
1994.00 5.1777 6.3990 5.8969 5.0481      
1995.00 6.9381 8.4348 7.3861 7.0276      
1996.00 6.3804 7.6684 6.8763 6.1614      
1997.00 5.0328 6.3047 5.3914 4.6506      
1998.00 8.4014 9.4452 9.0943 7.8715      
1999.00 7.0100 8.3282 7.4821 6.6148      
2000.00 5.0526 6.5977 5.6921 6.0036      
2001.00 4.8768 6.7456 6.3148 5.3475      
2002.00 6.1307 9.6805 8.1751 6.4008      
2003.00 7.7346 9.6085 8.7978 8.1897      
2004.00 6.0623 7.5269 6.7576 6.4085      
2005.00 6.8202 8.2356 7.6806 8.0355      
2006.00 7.4449 9.2012 8.0700 7.7713      
2007.00 6.6019 7.6092 7.3147 6.4918      
2008.00 7.3795 8.7517 8.6216 7.6846      
2009.00 5.8645 7.7662 6.6456 7.0466      
2010.00 8.0971 8.9433 8.3300 9.1209      
2011.00 7.5245 8.7546 8.5384 7.6579      
2012.00 6.9760 8.6051 8.5037 7.1816      
2013.00 8.4459 10.0157 9.3118 9.3371      
2014.00 6.6994 8.8648 7.6186 6.6623      
2015.00 8.5054 9.8868 9.9869 8.4244      
2016.00 10.6771 11.3001 10.7658 10.3661      
2017.00 9.2158 11.0091 10.2146 9.7850      
2018.00 9.9410 10.7287 11.6231 10.3243      
2019.00 10.8602 12.3396 10.4002 10.3416      
2020.00 11.1596 12.7157 11.8005 10.4415      
2021.00 11.0984 12.1642 10.1720 11.1398      
2022.00 11.8418 12.3255 11.8493 11.1641      
2023.00 11.8443 13.2868 12.4371 11.8639      
2024.00 12.1518 14.3666 12.2229 12.5072      
2025.00 13.0538 13.2906 13.1211 11.6168      
2026.00 13.1899 13.5474 12.8518 12.4549      
2027.00 13.0863 15.1021 12.8285 13.0054      
2028.00 13.7786 14.3942 14.0433 12.9247      
2029.00 14.4884 16.0854 13.9247 13.1289      
2030.00 14.5551 15.5816 13.6729 13.7928      
2031.00 15.1364 15.2933 15.3414 13.8335      
2032.00 15.8104 16.5625 15.3957 15.2745      
2033.00 15.9401 16.4088 15.4583 15.4930      
2034.00 16.8152 17.9531 15.4823 14.3617      
2035.00 16.9725 16.5240 16.1396 15.8028      
2036.00 16.5712 17.2284 17.3127 15.9598      
2037.00 17.5575 18.7933 18.1270 15.0140      
2038.00 18.8252 18.4114 16.9559 16.6532      
2039.00 18.6513 18.6339 17.1775 16.8568      
2040.00 19.1513 18.7254 17.4587 16.3465      
2041.00 20.1484 20.1388 17.6069 16.7111      
2042.00 20.4053 20.3285 17.7363 18.0233      
2043.00 19.6106 19.2002 20.0183 16.7229      
2044.00 19.8809 19.6970 17.6559 16.4959      
2045.00 19.0842 18.7516 17.3616 16.9872      
2046.00 19.8091 17.0962 16.0087 16.3607      
2047.00 19.2197 18.2084 16.6812 14.9437      
2048.00 16.3838 16.2911 17.7171 13.5096      
2049.00 16.3799 17.4309 14.6768 14.1267      
2050.00 18.4245 15.5811 14.7250 14.5966      
2051.00 15.2995 14.8436 15.3576 11.7181      
2052.00 14.9303 15.4238 15.1592 12.3973      
2053.00 13.9682 13.4261 11.2077 12.2691      
2054.00 11.5409 13.1567 11.7217 11.2224      
2055.00 9.5148 11.4363 11.8411 9.2215      
2056.00 9.8184 10.3343 7.7999 7.9127      
2057.00 11.6169 11.1256 9.5901 7.6577      
2058.00 9.0883 9.0366 7.7190 6.9821      
2059.00 5.4827 8.1502 8.4884 5.5495      
2060.00 5.1264 7.1184 6.0685 4.3180      
2061.00 3.6664 7.4726 4.9646 3.5690      
2062.00 3.1065 7.1266 6.0448 3.4974      
2063.00 5.1248 5.8702 5.7080 2.5645      
2064.00 4.3339 5.3249 2.3572 2.0897      
2065.00 2.2861 5.0958 3.9384 0.7573      
2066.00 1.0979 4.1739 2.5274 0.6925      
2067.00 0.1208 4.0567 1.1912 0.8262      
2068.00 -0.5923 3.5518 0.5890 -0.5604      
2069.00 0.1903 1.9063 1.3259 -0.2830      
2070.00 0.1001 1.5115 1.5494 -0.7273      
2071.00 -1.0674 1.4314 0.1644 -2.7124      
2072.00 -2.8277 0.5934 -0.4501 -2.1875      
2073.00 -1.5068 0.9551 -1.2906 -2.3594      
2074.00 -0.5720 1.2343 -1.2886 -1.8514      
2075.00 -0.7600 1.1350 0.3742 -2.3752      
2076.00 -2.5956 -1.3697 -0.2937 -2.4774      
2077.00 -3.0489 0.3717 -2.5665 -3.4477      
2078.00 -1.4795 0.2822 -1.3815 -3.3734      
2079.00 -2.5559 -0.4666 -0.9142 -2.7849      
2080.00 -2.7910 -1.3115 -1.6536 -3.9792      
2081.00 -3.3297 -1.1404 -4.3752 -3.7715      
2082.00 -5.5540 -1.4901 -0.7757 -3.8031      
2083.00 -4.3506 -1.6489 -2.1301 -4.2595      
2084.00 -2.2325 -1.6513 -1.0895 -3.4278      
2085.00 -3.5096 -0.5530 -2.0016 -5.0136      
2086.00 -5.8754 -2.6015 -2.0678 -4.9215      
2087.00 -5.9428 -1.8526 -3.5236 -4.1425      
2088.00 -3.9456 -2.8962 -2.3777 -4.6004      
2089.00 -2.9027 -1.0426 -2.5014 -4.5716      
2090.00 -4.9572 -2.1534 -4.2609 -3.6878      
2091.00 -5.4929 -3.4393 -4.9933 -4.7248      
2092.00 -4.6199 -2.5349 -1.4010 -5.2194      
2093.00 -5.5899 -2.7846 -1.8486 -5.0600      
2094.00 -5.0653 -3.5114 -4.4087 -4.8021      
2095.00 -3.5090 -2.2478 -3.4646 -4.6721      
2096.00 -5.7304 -3.0819 -3.6427 -5.1407      
2097.00 -6.8508 -3.1280 -4.7339 -4.9203      
2098.00 -5.5212 -2.6889 -2.8025 -4.4888      
2099.00 -5.3681 -3.4451 -3.6142 -5.2906      
2100.00 -4.3958 -3.0757 -2.7316 -4.8244      
