YEAR  ACCESS-ESM1.5  CanESM5  CESM2  CNRM-ESM2-1  IPSL-CM6A-LR  MIROC-ES2L  MPI-ESM1.2-LR  NorESM2-LR  UKESM1-0-LL 
1956.00 2.3026 0.4913 0.1319 1.7338 0.5676 0.7220 0.9527 0.4873 1.0168 
1957.00 2.7137 0.4906 0.3134 0.7488 0.4114 -0.2736 1.1494 0.5320 -0.0702 
1958.00 2.5979 0.6887 0.5290 1.8979 0.7760 -0.0132 1.2528 -0.1330 0.4038 
1959.00 2.5168 0.6065 0.8357 1.9090 1.2063 1.2177 0.8312 0.1226 0.9451 
1960.00 3.2425 1.4860 1.8027 3.1055 1.7544 2.7165 -0.0546 1.5610 1.0369 
1961.00 3.4747 1.2802 1.2340 2.7464 1.9155 1.7740 1.4644 1.9057 2.1786 
1962.00 3.1682 1.5652 1.5006 3.3877 2.3427 2.2398 3.8397 1.6365 1.6618 
1963.00 3.1050 1.6717 1.6761 3.3376 1.9043 4.0423 3.7598 1.8867 1.4694 
1964.00 4.0047 1.7535 1.6551 3.7740 2.4595 4.2971 1.0618 2.0096 3.0169 
1965.00 3.2017 1.2187 1.8366 2.7097 1.9650 3.1055 0.2031 1.3461 2.1167 
1966.00 4.2066 2.9689 3.0570 4.3527 3.0468 2.8203 3.4437 2.5404 2.4340 
1967.00 3.8399 1.7419 2.0419 2.8037 1.6800 1.6158 1.9840 2.1145 2.2104 
1968.00 4.2584 2.1795 2.8594 4.0485 2.7767 4.5143 3.1140 2.7022 2.6081 
1969.00 2.8292 1.9539 2.6241 3.6099 2.8820 4.1612 2.4865 2.9686 2.2759 
1970.00 6.0246 3.7513 4.1765 6.3047 4.4095 5.0893 3.8901 4.5012 3.9709 
1971.00 3.9984 1.5866 2.3481 4.1601 2.6689 3.5872 2.7044 2.9344 1.7075 
1972.00 6.2559 4.7183 5.5277 6.4781 5.3640 5.8832 4.8087 5.7447 4.6415 
1973.00 8.0714 6.4027 7.0134 8.5198 6.9878 8.7050 6.9989 7.1072 7.0262 
1974.00 4.3241 2.8419 3.3533 4.4163 3.3002 4.3371 4.1056 3.2947 3.4993 
1975.00 2.5043 1.0433 1.8960 2.8638 1.8675 2.3187 1.7278 1.7613 2.0303 
1976.00 2.9488 2.6312 3.1477 4.0836 3.0764 2.5190 2.7607 3.7910 2.9127 
1977.00 5.7024 5.2392 5.5362 6.4306 5.7539 7.3407 4.4079 5.3086 5.4979 
1978.00 6.7168 4.5275 5.5460 6.7015 5.3943 7.7034 3.8855 5.2558 4.5585 
1979.00 5.2869 4.4712 5.4528 6.2534 5.0519 7.2029 5.1902 5.3442 4.3069 
1980.00 7.6308 5.3091 6.5957 7.6501 6.2189 7.6251 6.9972 6.8224 5.6621 
1981.00 6.3426 3.9071 4.9513 5.4489 4.9673 5.1101 5.3143 4.9973 4.5960 
1982.00 4.6910 2.4811 3.6650 4.2202 3.3166 4.7276 2.9886 2.7496 2.8784 
1983.00 6.3590 4.8916 5.5271 6.4384 5.6575 7.4011 5.5923 5.8055 5.5581 
1984.00 5.7405 4.8475 6.1170 6.8929 5.8953 7.3901 5.8552 6.0997 5.0899 
1985.00 6.4306 4.6627 5.1865 6.2904 5.3371 7.2751 4.8757 5.5771 5.5426 
1986.00 6.9039 4.7818 5.1915 5.7960 5.3864 6.7864 5.2732 5.4218 4.5917 
1987.00 7.4637 5.6912 6.5538 7.7171 6.3296 8.2676 6.2218 6.7821 6.4491 
1988.00 8.1202 6.9664 7.8609 8.7636 7.8598 9.1248 7.7378 7.6527 8.5269 
1989.00 5.8524 5.0712 6.1320 7.0546 5.8250 8.3310 5.8719 6.1985 5.3645 
1990.00 4.6008 4.0375 5.1357 5.5556 5.0586 7.2556 4.7401 4.2941 4.6205 
1991.00 5.4143 4.3250 5.3979 6.6077 5.5118 6.3151 4.8719 5.3596 5.6877 
1992.00 6.5541 4.5514 4.7400 5.5887 4.7688 7.3626 4.6455 4.7147 5.9075 
1993.00 4.8261 3.7591 4.5881 5.7569 4.4127 6.1386 3.8516 4.8541 3.9011 
1994.00 7.0774 5.1777 5.4958 6.3990 5.8969 8.2639 6.3436 5.6391 5.0481 
1995.00 8.0096 6.9381 7.2669 8.4348 7.3861 9.1569 8.2294 7.3881 7.0276 
1996.00 7.0192 6.3804 6.9274 7.6684 6.8763 8.1648 5.5442 6.8626 6.1614 
1997.00 5.8337 5.0328 5.4880 6.3047 5.3914 5.5787 3.4994 5.3291 4.6506 
1998.00 8.7193 8.4014 8.9621 9.4452 9.0943 9.5599 7.9157 8.8854 7.8715 
1999.00 6.9270 7.0100 7.4614 8.3282 7.4821 9.1484 9.4007 7.6266 6.6148 
2000.00 6.6094 5.0526 6.1878 6.5977 5.6921 6.8754 6.2158 5.6544 6.0036 
2001.00 5.5416 4.8768 6.0928 6.7456 6.3148 6.5587 6.6506 6.4494 5.3475 
2002.00 7.2417 6.1307 7.6530 9.6805 8.1751 7.9802 7.4766 8.8390 6.4008 
2003.00 8.4883 7.7346 9.0931 9.6085 8.7978 10.0494 7.2564 8.2501 8.1897 
2004.00 5.7841 6.0623 6.6042 7.5269 6.7576 7.5662 7.1959 6.7267 6.4085 
2005.00 6.9540 6.8202 7.6983 8.2356 7.6806 7.6808 8.7874 7.9855 8.0355 
2006.00 8.2773 7.4449 8.0232 9.2012 8.0700 9.9457 8.7237 9.0009 7.7713 
2007.00 8.9373 6.6019 7.2080 7.6092 7.3147 8.0980 6.5786 7.9447 6.4918 
2008.00 8.8488 7.3795 8.5139 8.7517 8.6216 9.6865 7.2393 8.0741 7.6846 
2009.00 7.3447 5.8645 6.8765 7.7662 6.6456 8.2895 6.5171 6.5434 7.0466 
2010.00 7.7415 8.0971 6.9321 8.9433 8.3300 9.4250 8.9143 7.0964 9.1209 
2011.00 7.9240 7.5245 8.3987 8.7546 8.5384 9.3818 7.3462 8.4933 7.6579 
2012.00 8.3568 6.9760 8.3423 8.6051 8.5037 8.2584 7.6173 8.5034 7.1816 
2013.00 9.6684 8.4459 8.6752 10.0157 9.3118 10.1129 9.7800 9.1972 9.3371 
2014.00 7.0274 6.6994 7.3937 8.8648 7.6186 10.0475 7.0793 7.4233 6.6623 
2015.00 8.8245 8.0077 8.7165 9.9682 9.5292 7.9269 9.6339 10.3591 8.9327 
2016.00 10.0794 10.8775 11.3597 10.6679 11.1458 12.9965 12.5355 11.3389 10.4964 
2017.00 9.4205 9.8991 10.3575 10.8072 9.6855 11.5673 11.1559 10.1806 9.6328 
2018.00 10.2648 10.8959 10.5547 11.4658 11.0565 11.6879 10.0466 10.3300 10.2549 
2019.00 10.4353 11.0315 10.8212 11.7895 11.0358 8.4494 9.4478 11.0634 9.5277 
2020.00 9.7491 11.0721 11.1828 10.9907 10.8037 10.0629 10.0020 10.9045 9.9662 
2021.00 9.5296 10.7072 11.9613 11.8352 11.6103 12.6029 12.0314 11.3060 11.3249 
2022.00 10.3096 10.6860 11.3089 10.3555 11.4701 12.2767 10.3802 10.9730 10.3721 
2023.00 11.1916 10.9815 10.3399 11.8368 10.8936 11.2583 11.9764 11.1232 10.0173 
2024.00 9.9177 10.8830 11.5743 10.4734 10.2347 9.7558 12.8268 11.5335 8.8878 
2025.00 9.6773 10.8543 11.0823 11.4608 10.8394 9.4115 11.6177 12.0551 10.0584 
2026.00 9.8311 10.7839 10.2250 11.0112 11.3684 12.4217 10.2610 10.2278 10.3977 
2027.00 10.1658 10.9282 10.8211 10.7578 10.4215 12.1514 11.1905 11.2180 10.2098 
2028.00 10.2473 11.4992 10.8759 11.4784 9.9259 11.3539 10.7022 10.6882 9.3964 
2029.00 10.4154 11.0627 10.2827 10.2426 10.9789 8.4407 11.7483 10.3975 10.9662 
2030.00 8.6110 10.5636 10.5129 10.8463 10.9077 11.5074 9.4011 10.8752 9.2221 
2031.00 7.9876 10.7946 10.6316 10.5613 9.9744 12.4860 8.1968 11.5345 9.3208 
2032.00 8.5743 10.7641 10.7009 10.6003 9.9773 12.5367 11.5430 9.6538 10.1608 
2033.00 8.7839 10.4545 9.8648 10.0919 9.4590 10.5323 11.8934 10.8197 9.6650 
2034.00 9.2396 10.3943 10.2430 10.2280 9.6843 6.0900 10.9129 10.7930 8.1433 
2035.00 8.0057 9.5303 10.1735 9.2416 9.4742 9.1629 8.5950 10.4467 8.9035 
2036.00 8.1221 9.9278 9.1494 9.5763 10.0921 10.4822 8.5294 9.3086 8.4164 
2037.00 7.7935 10.1192 9.1239 8.9922 8.2397 10.3603 10.2996 8.8001 7.8959 
2038.00 6.4063 10.1877 9.1568 8.9805 8.4280 7.6017 9.1068 8.9796 7.8519 
2039.00 4.6346 9.6189 8.8601 8.8112 9.6811 6.1394 8.6508 9.8568 8.3508 
2040.00 7.2788 8.7457 8.8022 9.1449 9.2906 8.6037 8.5275 9.5429 7.2550 
2041.00 5.6332 8.4701 9.2453 8.1374 8.3148 10.0280 8.7488 8.7894 7.2983 
2042.00 5.2291 9.1010 8.7789 7.8731 7.5877 8.9243 6.5803 8.3623 6.5832 
2043.00 5.7422 7.9239 9.3145 8.1476 8.0758 5.4445 7.5989 8.2607 7.5275 
2044.00 6.4424 7.7933 8.0600 7.5041 8.0908 6.7514 7.8094 8.8888 7.6960 
2045.00 5.2899 8.4951 8.2473 7.9606 6.9289 9.2320 7.4159 9.1437 6.0869 
2046.00 6.0047 7.3974 8.3930 6.9916 7.1749 8.0418 7.9478 8.1534 5.1851 
2047.00 6.7896 7.1535 7.1976 7.9488 7.5213 4.6349 7.4863 7.8626 5.8567 
2048.00 6.5735 7.7793 7.8399 7.0743 6.7812 5.9030 7.4773 7.3673 6.7954 
2049.00 4.5793 7.1782 7.2262 6.3104 7.3432 6.5885 6.4159 6.8584 5.7369 
2050.00 3.9357 6.8640 6.4767 6.3913 6.5356 6.1119 5.6258 7.2866 4.0979 
2051.00 4.0467 6.6494 7.2484 6.0973 5.6853 4.2684 5.3780 7.3612 5.2742 
2052.00 5.5687 6.6380 6.8450 6.0507 6.8444 6.3203 6.9411 7.3912 4.7927 
2053.00 5.0586 6.4012 6.7890 6.1892 5.5353 7.4491 7.3262 6.3508 3.4300 
2054.00 4.9490 5.9307 6.2221 5.6680 6.0768 7.4530 6.9931 6.2356 4.5245 
2055.00 6.6090 6.1367 6.6533 5.3185 6.2910 4.2592 5.2262 7.4390 3.6588 
2056.00 5.7051 5.2995 5.3455 5.7262 4.5614 3.7264 4.5069 6.5970 3.8281 
2057.00 3.2863 4.5465 5.5429 5.2902 4.6971 4.4454 5.0208 5.5142 3.1713 
2058.00 2.1330 5.4424 5.9505 4.2679 5.1677 4.1611 5.8636 5.2610 3.3966 
2059.00 2.3781 5.1249 4.4160 5.2172 4.4835 3.4922 3.7709 4.9650 2.9672 
2060.00 3.9273 5.1447 4.6935 3.8779 4.5447 3.5762 2.1617 5.9179 3.4423 
2061.00 3.5046 4.1678 5.1177 4.5906 4.6904 3.2972 2.7206 5.1350 3.9316 
2062.00 2.5807 3.4140 4.3452 5.0876 4.5194 4.5529 5.9338 4.1095 3.2925 
2063.00 2.2218 3.7827 4.3615 3.7130 3.9132 2.2042 6.3884 4.2341 2.6132 
2064.00 0.6819 3.7991 3.8832 3.5837 3.9188 -0.5973 4.3710 4.6941 2.2462 
2065.00 2.0094 2.8927 3.7651 3.8763 3.5813 2.9422 2.6831 4.0567 2.5380 
2066.00 0.4084 3.2885 3.7628 3.3514 2.6608 4.1723 2.9642 4.3494 1.9923 
2067.00 0.4404 3.5064 3.8443 3.9026 3.8146 3.9077 2.8148 4.5712 0.9394 
2068.00 1.9689 3.0389 3.3687 2.7505 2.8688 0.0916 2.3659 3.4878 2.1723 
2069.00 1.0819 2.7636 3.4070 3.3393 2.8686 2.0380 3.9890 3.1169 1.7640 
2070.00 0.7599 2.8425 3.4776 2.9300 2.1892 2.7615 3.3591 2.6543 1.6360 
2071.00 1.6913 2.9627 3.2544 1.9374 2.3907 4.3379 2.6417 3.0593 1.2500 
2072.00 2.5403 2.0345 2.8325 2.5928 2.4955 3.1735 2.2389 2.6700 2.2685 
2073.00 1.4484 1.2033 2.3099 2.6270 2.1198 0.7802 1.8425 2.1573 1.2633 
2074.00 0.8308 1.5772 1.6932 1.7079 1.9778 -1.3930 1.7114 2.5419 0.1000 
2075.00 -0.7097 1.4284 2.1458 1.7527 1.2513 1.4141 2.1674 1.5470 0.4828 
2076.00 0.7190 0.8226 1.4253 1.5309 0.9354 1.2095 -0.1466 1.9245 0.0395 
2077.00 -0.1204 0.4837 1.8739 1.3211 1.2384 0.5319 -0.3596 0.4192 0.7123 
2078.00 -2.0333 -0.0268 0.9000 0.9949 0.6272 0.1636 -0.8064 2.5036 -0.8658 
2079.00 0.2910 0.0581 0.9372 0.4029 0.7046 -2.0985 0.6625 1.7042 0.2702 
2080.00 0.2949 0.2887 0.7708 0.3355 0.4915 -2.9740 1.3212 0.4538 -0.5849 
2081.00 -1.1902 0.2579 0.0717 0.1373 0.4045 0.6661 1.6274 -0.3904 -1.8897 
2082.00 -0.6192 -0.8946 -0.2746 0.0529 -0.0996 0.2981 0.1363 -0.5686 -1.6742 
2083.00 0.4136 -0.9384 -0.5015 -0.1726 -1.0226 0.2185 -0.4844 0.3705 -0.8532 
2084.00 -0.8334 -1.0762 -0.1509 0.5004 0.0253 -4.7475 -0.5553 -0.3239 -1.0662 
2085.00 -1.4791 -1.6856 -0.7521 -0.5124 0.1593 -2.7230 -0.0010 0.3244 -1.7373 
2086.00 -2.8370 -1.9878 -0.5163 -0.3798 -0.3491 -0.4173 -1.9352 0.9017 -1.8346 
2087.00 -2.3795 -1.2837 -0.3378 -0.0575 -0.5956 0.5279 -0.7917 0.0894 -1.6185 
2088.00 -0.2776 -1.2586 -0.2943 -0.6961 -1.4255 -3.1864 -1.1346 -0.9701 -1.1768 
2089.00 -2.1601 -1.8049 -1.0638 -0.4070 0.0606 -0.2118 -2.4877 -1.2594 -2.2403 
2090.00 -2.4013 -2.3773 -1.0668 -0.7928 -0.3364 -0.4664 -1.1948 -1.0762 -2.4732 
2091.00 -0.8997 -2.3314 -0.5988 -1.8855 -1.1779 -3.9791 -0.4967 -0.9241 -1.1917 
2092.00 -1.4680 -2.0082 -0.6888 -0.6762 -1.9112 -5.1670 0.7382 -0.7066 -1.9766 
2093.00 -1.2032 -2.0375 -0.7309 -1.6391 -1.4926 -0.3140 -0.4992 -0.3342 -3.1448 
2094.00 0.6096 -1.9614 -0.4915 -0.2035 -1.2596 0.1969 -3.0778 -0.6283 -2.0754 
2095.00 -4.6127 -2.7155 -0.9282 -0.5143 -0.7111 -0.4921 -1.9549 -0.4418 -1.6205 
2096.00 -3.2739 -2.6509 -0.3354 -0.7667 -0.5403 -1.4795 -0.0276 0.6565 -2.2494 
2097.00 -0.4608 -1.8431 -0.4065 -0.1616 -0.9315 -4.2677 -0.3766 -0.2786 -2.2614 
2098.00 -2.1937 -2.4866 -0.4687 0.0160 -1.1131 -0.9746 -2.5381 -0.8318 -2.3740 
2099.00 -2.1360 -1.8729 -0.9567 -0.5438 -1.6416 1.1707 -0.3842 0.0371 -2.0193 
2100.00 -0.8834 -1.6538 -1.0102 -0.6381 -0.7388 0.4544 -1.0489 -0.7404 -2.8601 
